,DATA,NOM ESTACIO,hora,NO2,SO2
308442,2024-06-01,Montcada i Reixac,08h,15.0,1.0
308443,2024-06-01,Montcada i Reixac,09h,19.0,1.0
308444,2024-06-01,Montcada i Reixac,10h,18.0,1.0
308445,2024-06-01,Montcada i Reixac,11h,15.0,1.0
308446,2024-06-01,Montcada i Reixac,12h,10.0,1.0
308447,2024-06-01,Montcada i Reixac,13h,10.0,1.0
308448,2024-06-01,Montcada i Reixac,14h,9.0,1.0
308449,2024-06-01,Montcada i Reixac,15h,8.0,1.0
308450,2024-06-01,Montcada i Reixac,16h,5.0,1.0
308451,2024-06-01,Montcada i Reixac,17h,7.0,1.0
308452,2024-06-01,Montcada i Reixac,18h,29.0,1.0
308453,2024-06-01,Montcada i Reixac,19h,52.0,1.0
308454,2024-06-01,Montcada i Reixac,20h,45.0,1.0
308455,2024-06-01,Montcada i Reixac,21h,37.0,1.0
308456,2024-06-01,Montcada i Reixac,22h,13.0,1.0
308457,2024-06-01,Montcada i Reixac,23h,10.0,1.0
308458,2024-06-01,Montcada i Reixac,24h,8.0,1.0
308459,2024-06-01,Rubí,01h,10.0,4.0
308460,2024-06-01,Rubí,02h,4.0,5.0
308461,2024-06-01,Rubí,03h,3.0,4.0
308462,2024-06-01,Rubí,04h,2.0,4.0
308463,2024-06-01,Rubí,05h,2.0,4.0
308464,2024-06-01,Rubí,06h,2.0,3.0
308465,2024-06-01,Rubí,07h,3.0,3.0
308466,2024-06-01,Rubí,08h,5.0,4.0
308467,2024-06-01,Rubí,09h,6.0,4.0
308468,2024-06-01,Rubí,10h,4.0,3.0
308469,2024-06-01,Rubí,11h,3.0,3.0
308470,2024-06-01,Rubí,12h,3.0,4.0
308471,2024-06-01,Rubí,13h,3.0,4.0
308472,2024-06-01,Rubí,14h,4.0,2.0
308473,2024-06-01,Rubí,15h,3.0,2.0
308474,2024-06-01,Rubí,16h,3.0,2.0
308475,2024-06-01,Rubí,17h,4.0,1.0
308476,2024-06-01,Rubí,18h,3.0,2.0
308477,2024-06-01,Rubí,19h,6.0,2.0
308478,2024-06-01,Rubí,20h,8.0,1.0
308479,2024-06-01,Rubí,21h,11.0,2.0
308480,2024-06-01,Rubí,22h,9.0,1.0
308481,2024-06-01,Rubí,23h,7.0,1.0
308482,2024-06-01,Rubí,24h,5.0,1.0
308555,2024-06-01,Terrassa,01h,17.0,1.0
308556,2024-06-01,Terrassa,02h,8.0,1.0
308557,2024-06-01,Terrassa,03h,5.0,1.0
308558,2024-06-01,Terrassa,04h,5.0,1.0
308559,2024-06-01,Terrassa,05h,4.0,1.0
308560,2024-06-01,Terrassa,06h,5.0,1.0
308561,2024-06-01,Terrassa,07h,4.0,1.0
308562,2024-06-01,Terrassa,08h,8.0,1.0
308563,2024-06-01,Terrassa,09h,10.0,1.0
308564,2024-06-01,Terrassa,10h,10.0,1.0
308565,2024-06-01,Terrassa,11h,11.0,1.0
308566,2024-06-01,Terrassa,12h,11.0,1.0
308567,2024-06-01,Terrassa,13h,15.0,1.0
308568,2024-06-01,Terrassa,14h,14.0,1.0
308569,2024-06-01,Terrassa,15h,9.0,1.0
308570,2024-06-01,Terrassa,16h,7.0,1.0
308571,2024-06-01,Terrassa,17h,9.0,1.0
308572,2024-06-01,Terrassa,18h,12.0,1.0
308573,2024-06-01,Terrassa,19h,25.0,1.0
308574,2024-06-01,Terrassa,20h,19.0,1.0
308575,2024-06-01,Terrassa,21h,25.0,1.0
308576,2024-06-01,Terrassa,22h,21.0,1.0
308577,2024-06-01,Terrassa,23h,17.0,1.0
308578,2024-06-01,Terrassa,24h,15.0,1.0
313050,2022-06-02,Montcada i Reixac,01h,40.0,1.0
313051,2022-06-02,Montcada i Reixac,02h,40.0,1.0
313052,2022-06-02,Montcada i Reixac,03h,34.0,1.0
313053,2022-06-02,Montcada i Reixac,04h,33.0,1.0
313054,2022-06-02,Montcada i Reixac,05h,34.0,1.0
313055,2022-06-02,Montcada i Reixac,06h,22.0,1.0
313056,2022-06-02,Montcada i Reixac,07h,12.0,1.0
313057,2022-06-02,Montcada i Reixac,08h,13.0,1.0
313058,2022-06-02,Montcada i Reixac,09h,16.0,1.0
313059,2022-06-02,Montcada i Reixac,10h,13.0,1.0
313060,2022-06-02,Montcada i Reixac,11h,9.0,1.0
313061,2022-06-02,Montcada i Reixac,12h,8.0,1.0
313062,2022-06-02,Montcada i Reixac,13h,7.0,1.0
313063,2022-06-02,Montcada i Reixac,14h,5.0,1.0
313064,2022-06-02,Montcada i Reixac,15h,6.0,3.0
313065,2022-06-02,Montcada i Reixac,16h,5.0,2.0
313066,2022-06-02,Montcada i Reixac,17h,7.0,1.0
313067,2022-06-02,Montcada i Reixac,18h,26.0,1.0
313068,2022-06-02,Montcada i Reixac,19h,29.0,1.0
313069,2022-06-02,Montcada i Reixac,20h,44.0,1.0
313070,2022-06-02,Montcada i Reixac,21h,56.0,1.0
313071,2022-06-02,Montcada i Reixac,22h,41.0,1.0
313072,2022-06-02,Montcada i Reixac,23h,47.0,1.0
313073,2022-06-02,Montcada i Reixac,24h,44.0,1.0
313074,2022-06-02,Rubí,01h,44.0,1.0
313075,2022-06-02,Rubí,02h,45.0,1.0
313076,2022-06-02,Rubí,03h,40.0,1.0
313077,2022-06-02,Rubí,04h,26.0,1.0
313078,2022-06-02,Rubí,05h,17.0,1.0
313079,2022-06-02,Rubí,06h,9.0,1.0
313080,2022-06-02,Rubí,07h,6.0,1.0
313081,2022-06-02,Rubí,08h,8.0,1.0
313082,2022-06-02,Rubí,09h,10.0,1.0
313083,2022-06-02,Rubí,10h,8.0,1.0
313084,2022-06-02,Rubí,11h,5.0,2.0
313085,2022-06-02,Rubí,12h,4.0,3.0
313086,2022-06-02,Rubí,13h,5.0,3.0
313087,2022-06-02,Rubí,14h,5.0,3.0
313088,2022-06-02,Rubí,15h,4.0,3.0
313089,2022-06-02,Rubí,16h,4.0,3.0
313090,2022-06-02,Rubí,17h,4.0,3.0
313091,2022-06-02,Rubí,18h,7.0,3.0
313092,2022-06-02,Rubí,19h,12.0,3.0
313093,2022-06-02,Rubí,20h,16.0,3.0
313094,2022-06-02,Rubí,21h,22.0,3.0
313095,2022-06-02,Rubí,22h,24.0,3.0
313096,2022-06-02,Rubí,23h,23.0,3.0
313097,2022-06-02,Rubí,24h,49.0,3.0
313146,2022-06-02,Santa Perpètua de Mogoda,01h,35.0,1.0
313147,2022-06-02,Santa Perpètua de Mogoda,02h,35.0,1.0
313148,2022-06-02,Santa Perpètua de Mogoda,03h,34.0,1.0
313149,2022-06-02,Santa Perpètua de Mogoda,04h,31.0,1.0
313150,2022-06-02,Santa Perpètua de Mogoda,05h,30.0,1.0
313151,2022-06-02,Santa Perpètua de Mogoda,06h,31.0,1.0
313152,2022-06-02,Santa Perpètua de Mogoda,07h,22.0,1.0
313153,2022-06-02,Santa Perpètua de Mogoda,08h,21.0,1.0
313154,2022-06-02,Santa Perpètua de Mogoda,09h,26.0,1.0
313155,2022-06-02,Santa Perpètua de Mogoda,10h,16.0,2.0
313156,2022-06-02,Santa Perpètua de Mogoda,11h,9.0,2.0
313157,2022-06-02,Santa Perpètua de Mogoda,12h,10.0,2.0
313158,2022-06-02,Santa Perpètua de Mogoda,13h,8.0,1.0
313159,2022-06-02,Santa Perpètua de Mogoda,14h,6.0,1.0
313160,2022-06-02,Santa Perpètua de Mogoda,15h,5.0,1.0
313161,2022-06-02,Santa Perpètua de Mogoda,16h,5.0,1.0
313162,2022-06-02,Santa Perpètua de Mogoda,17h,6.0,1.0
313163,2022-06-02,Santa Perpètua de Mogoda,18h,13.0,2.0
313164,2022-06-02,Santa Perpètua de Mogoda,19h,29.0,1.0
313165,2022-06-02,Santa Perpètua de Mogoda,20h,23.0,1.0
313166,2022-06-02,Santa Perpètua de Mogoda,21h,32.0,1.0
313167,2022-06-02,Santa Perpètua de Mogoda,22h,32.0,1.0
313168,2022-06-02,Santa Perpètua de Mogoda,23h,61.0,2.0
313169,2022-06-02,Santa Perpètua de Mogoda,24h,55.0,1.0
313170,2022-06-02,Terrassa,01h,36.0,1.0
313171,2022-06-02,Terrassa,02h,24.0,1.0
313172,2022-06-02,Terrassa,03h,18.0,1.0
313173,2022-06-02,Terrassa,04h,8.0,1.0
313174,2022-06-02,Terrassa,05h,6.0,1.0
313175,2022-06-02,Terrassa,06h,5.0,1.0
313176,2022-06-02,Terrassa,07h,4.0,1.0
313177,2022-06-02,Terrassa,08h,5.0,1.0
313178,2022-06-02,Terrassa,09h,7.0,1.0
313179,2022-06-02,Terrassa,10h,8.0,1.0
313180,2022-06-02,Terrassa,11h,7.0,1.0
313181,2022-06-02,Terrassa,12h,8.0,1.0
313182,2022-06-02,Terrassa,13h,7.0,1.0
313183,2022-06-02,Terrassa,14h,11.0,1.0
313184,2022-06-02,Terrassa,15h,12.0,1.0
313185,2022-06-02,Terrassa,16h,10.0,1.0
313186,2022-06-02,Terrassa,17h,14.0,1.0
313187,2022-06-02,Terrassa,18h,15.0,1.0
313188,2022-06-02,Terrassa,19h,20.0,1.0
313189,2022-06-02,Terrassa,20h,25.0,1.0
313190,2022-06-02,Terrassa,21h,26.0,1.0
313191,2022-06-02,Terrassa,22h,29.0,1.0
313192,2022-06-02,Terrassa,23h,20.0,1.0
313193,2022-06-02,Terrassa,24h,14.0,1.0
313203,2023-06-02,Montcada i Reixac,01h,50.0,1.0
313204,2023-06-02,Montcada i Reixac,02h,45.0,1.0
313205,2023-06-02,Montcada i Reixac,03h,42.0,1.0
313206,2023-06-02,Montcada i Reixac,04h,38.0,1.0
313207,2023-06-02,Montcada i Reixac,05h,40.0,1.0
313208,2023-06-02,Montcada i Reixac,06h,48.0,1.0
313209,2023-06-02,Montcada i Reixac,07h,52.0,1.0
313210,2023-06-02,Montcada i Reixac,08h,67.0,1.0
313211,2023-06-02,Montcada i Reixac,09h,50.0,1.0
313212,2023-06-02,Montcada i Reixac,10h,22.0,1.0
313213,2023-06-02,Montcada i Reixac,11h,18.0,1.0
313214,2023-06-02,Montcada i Reixac,12h,21.0,1.0
313215,2023-06-02,Montcada i Reixac,13h,19.0,1.0
313216,2023-06-02,Montcada i Reixac,14h,14.0,1.0
313217,2023-06-02,Montcada i Reixac,15h,12.0,1.0
313218,2023-06-02,Montcada i Reixac,16h,19.0,1.0
313219,2023-06-02,Montcada i Reixac,17h,28.0,1.0
313220,2023-06-02,Montcada i Reixac,18h,24.0,1.0
313221,2023-06-02,Montcada i Reixac,19h,20.0,1.0
313222,2023-06-02,Montcada i Reixac,20h,21.0,1.0
313223,2023-06-02,Montcada i Reixac,21h,39.0,1.0
313224,2023-06-02,Montcada i Reixac,22h,33.0,1.0
313225,2023-06-02,Montcada i Reixac,23h,22.0,1.0
313226,2023-06-02,Montcada i Reixac,24h,11.0,1.0
313227,2023-06-02,Rubí,01h,29.0,2.0
313228,2023-06-02,Rubí,02h,40.0,2.0
313229,2023-06-02,Rubí,03h,29.0,2.0
313230,2023-06-02,Rubí,04h,14.0,2.0
313231,2023-06-02,Rubí,05h,22.0,2.0
313232,2023-06-02,Rubí,06h,28.0,3.0
313233,2023-06-02,Rubí,07h,25.0,2.0
313234,2023-06-02,Rubí,08h,32.0,3.0
313235,2023-06-02,Rubí,09h,32.0,2.0
313236,2023-06-02,Rubí,10h,19.0,2.0
313237,2023-06-02,Rubí,11h,15.0,2.0
313238,2023-06-02,Rubí,12h,10.0,2.0
313239,2023-06-02,Rubí,13h,10.0,2.0
313240,2023-06-02,Rubí,17h,6.0,1.0
313241,2023-06-02,Rubí,18h,8.0,1.0
313242,2023-06-02,Rubí,19h,10.0,1.0
313243,2023-06-02,Rubí,20h,13.0,1.0
313244,2023-06-02,Rubí,21h,30.0,1.0
313245,2023-06-02,Rubí,22h,55.0,1.0
313246,2023-06-02,Rubí,23h,45.0,1.0
313247,2023-06-02,Rubí,24h,25.0,1.0
313296,2023-06-02,Santa Perpètua de Mogoda,01h,38.0,2.0
313297,2023-06-02,Santa Perpètua de Mogoda,02h,42.0,2.0
313298,2023-06-02,Santa Perpètua de Mogoda,03h,43.0,2.0
313299,2023-06-02,Santa Perpètua de Mogoda,04h,42.0,2.0
313300,2023-06-02,Santa Perpètua de Mogoda,05h,42.0,2.0
313301,2023-06-02,Santa Perpètua de Mogoda,06h,51.0,2.0
313302,2023-06-02,Santa Perpètua de Mogoda,07h,58.0,3.0
313303,2023-06-02,Santa Perpètua de Mogoda,08h,38.0,2.0
313304,2023-06-02,Santa Perpètua de Mogoda,09h,37.0,1.0
313305,2023-06-02,Santa Perpètua de Mogoda,10h,36.0,1.0
313306,2023-06-02,Santa Perpètua de Mogoda,11h,16.0,1.0
313307,2023-06-02,Santa Perpètua de Mogoda,12h,13.0,1.0
313308,2023-06-02,Santa Perpètua de Mogoda,13h,12.0,1.0
313309,2023-06-02,Santa Perpètua de Mogoda,14h,12.0,1.0
313310,2023-06-02,Santa Perpètua de Mogoda,15h,11.0,1.0
313311,2023-06-02,Santa Perpètua de Mogoda,16h,12.0,1.0
313312,2023-06-02,Santa Perpètua de Mogoda,17h,12.0,1.0
313313,2023-06-02,Santa Perpètua de Mogoda,18h,13.0,1.0
313314,2023-06-02,Santa Perpètua de Mogoda,19h,17.0,1.0
313315,2023-06-02,Santa Perpètua de Mogoda,20h,29.0,1.0
313316,2023-06-02,Santa Perpètua de Mogoda,21h,42.0,1.0
313317,2023-06-02,Santa Perpètua de Mogoda,22h,25.0,1.0
313318,2023-06-02,Santa Perpètua de Mogoda,23h,20.0,1.0
313319,2023-06-02,Santa Perpètua de Mogoda,24h,24.0,1.0
313320,2023-06-02,Terrassa,01h,13.0,4.0
313321,2023-06-02,Terrassa,02h,15.0,5.0
313322,2023-06-02,Terrassa,03h,17.0,3.0
313323,2023-06-02,Terrassa,04h,18.0,1.0
313324,2023-06-02,Terrassa,05h,20.0,1.0
313325,2023-06-02,Terrassa,06h,26.0,2.0
313326,2023-06-02,Terrassa,07h,27.0,2.0
313327,2023-06-02,Terrassa,08h,70.0,5.0
313328,2023-06-02,Terrassa,09h,72.0,7.0
313329,2023-06-02,Terrassa,10h,31.0,5.0
313330,2023-06-02,Terrassa,11h,41.0,4.0
313331,2023-06-02,Terrassa,12h,23.0,3.0
313332,2023-06-02,Terrassa,13h,22.0,2.0
313333,2023-06-02,Terrassa,14h,24.0,2.0
313334,2023-06-02,Terrassa,15h,21.0,1.0
313335,2023-06-02,Terrassa,16h,29.0,1.0
313336,2023-06-02,Terrassa,17h,34.0,1.0
313337,2023-06-02,Terrassa,18h,45.0,2.0
313338,2023-06-02,Terrassa,19h,51.0,2.0
313339,2023-06-02,Terrassa,20h,44.0,2.0
313340,2023-06-02,Terrassa,21h,43.0,2.0
313341,2023-06-02,Terrassa,22h,27.0,1.0
313342,2023-06-02,Terrassa,23h,31.0,1.0
313343,2023-06-02,Terrassa,24h,54.0,2.0
313368,2024-06-02,Montcada i Reixac,01h,56.0,1.0
313369,2024-06-02,Montcada i Reixac,02h,53.0,1.0
313370,2024-06-02,Montcada i Reixac,03h,52.0,1.0
313371,2024-06-02,Montcada i Reixac,04h,45.0,1.0
313372,2024-06-02,Montcada i Reixac,05h,37.0,1.0
313373,2024-06-02,Montcada i Reixac,06h,36.0,1.0
313374,2024-06-02,Montcada i Reixac,07h,42.0,1.0
313375,2024-06-02,Montcada i Reixac,08h,57.0,1.0
313376,2024-06-02,Montcada i Reixac,09h,59.0,1.0
313377,2024-06-02,Montcada i Reixac,10h,79.0,1.0
313378,2024-06-02,Montcada i Reixac,11h,81.0,1.0
313379,2024-06-02,Montcada i Reixac,12h,84.0,1.0
313380,2024-06-02,Montcada i Reixac,13h,71.0,1.0
313381,2024-06-02,Montcada i Reixac,14h,39.0,1.0
313382,2024-06-02,Montcada i Reixac,15h,22.0,1.0
313383,2024-06-02,Montcada i Reixac,16h,26.0,1.0
313384,2024-06-02,Montcada i Reixac,17h,35.0,1.0
313385,2024-06-02,Montcada i Reixac,18h,27.0,1.0
313386,2024-06-02,Montcada i Reixac,19h,26.0,1.0
313387,2024-06-02,Montcada i Reixac,20h,40.0,1.0
313388,2024-06-02,Montcada i Reixac,21h,52.0,1.0
313389,2024-06-02,Montcada i Reixac,22h,46.0,1.0
313390,2024-06-02,Montcada i Reixac,23h,38.0,1.0
313391,2024-06-02,Montcada i Reixac,24h,39.0,1.0
313392,2024-06-02,Rubí,01h,23.0,2.0
313393,2024-06-02,Rubí,02h,22.0,2.0
313394,2024-06-02,Rubí,03h,26.0,2.0
313395,2024-06-02,Rubí,04h,25.0,2.0
313396,2024-06-02,Rubí,05h,28.0,2.0
313397,2024-06-02,Rubí,06h,36.0,2.0
313398,2024-06-02,Rubí,07h,41.0,3.0
313399,2024-06-02,Rubí,08h,45.0,4.0
313400,2024-06-02,Rubí,09h,60.0,5.0
313401,2024-06-02,Rubí,10h,54.0,4.0
313402,2024-06-02,Rubí,11h,50.0,4.0
313403,2024-06-02,Rubí,12h,41.0,4.0
313404,2024-06-02,Rubí,13h,26.0,3.0
313405,2024-06-02,Rubí,14h,39.0,1.0
313406,2024-06-02,Rubí,15h,34.0,1.0
313407,2024-06-02,Rubí,16h,20.0,1.0
313408,2024-06-02,Rubí,17h,27.0,1.0
313409,2024-06-02,Rubí,18h,32.0,1.0
313410,2024-06-02,Rubí,19h,33.0,1.0
313411,2024-06-02,Rubí,20h,39.0,1.0
313412,2024-06-02,Rubí,21h,62.0,1.0
313413,2024-06-02,Rubí,22h,61.0,1.0
313414,2024-06-02,Rubí,23h,65.0,1.0
313415,2024-06-02,Rubí,24h,47.0,1.0
313464,2024-06-02,Santa Perpètua de Mogoda,01h,46.0,1.0
313465,2024-06-02,Santa Perpètua de Mogoda,02h,43.0,1.0
313466,2024-06-02,Santa Perpètua de Mogoda,03h,42.0,1.0
313467,2024-06-02,Santa Perpètua de Mogoda,04h,43.0,1.0
313468,2024-06-02,Santa Perpètua de Mogoda,05h,41.0,1.0
313469,2024-06-02,Santa Perpètua de Mogoda,06h,37.0,1.0
313470,2024-06-02,Santa Perpètua de Mogoda,07h,49.0,3.0
313471,2024-06-02,Santa Perpètua de Mogoda,08h,50.0,3.0
313472,2024-06-02,Santa Perpètua de Mogoda,09h,55.0,4.0
313473,2024-06-02,Santa Perpètua de Mogoda,10h,56.0,4.0
313474,2024-06-02,Santa Perpètua de Mogoda,11h,73.0,5.0
313475,2024-06-02,Santa Perpètua de Mogoda,12h,74.0,4.0
313476,2024-06-02,Santa Perpètua de Mogoda,13h,66.0,3.0
313477,2024-06-02,Santa Perpètua de Mogoda,14h,31.0,2.0
313478,2024-06-02,Santa Perpètua de Mogoda,15h,27.0,2.0
313479,2024-06-02,Santa Perpètua de Mogoda,16h,14.0,2.0
313480,2024-06-02,Santa Perpètua de Mogoda,17h,17.0,2.0
313481,2024-06-02,Santa Perpètua de Mogoda,18h,22.0,2.0
313482,2024-06-02,Santa Perpètua de Mogoda,19h,30.0,2.0
313483,2024-06-02,Santa Perpètua de Mogoda,20h,38.0,2.0
313484,2024-06-02,Santa Perpètua de Mogoda,21h,39.0,2.0
313485,2024-06-02,Santa Perpètua de Mogoda,22h,69.0,2.0
313486,2024-06-02,Santa Perpètua de Mogoda,23h,56.0,2.0
313487,2024-06-02,Santa Perpètua de Mogoda,24h,54.0,2.0
313488,2024-06-02,Terrassa,01h,12.0,1.0
313489,2024-06-02,Terrassa,02h,8.0,1.0
313490,2024-06-02,Terrassa,03h,14.0,1.0
313491,2024-06-02,Terrassa,04h,12.0,1.0
313492,2024-06-02,Terrassa,05h,25.0,1.0
313493,2024-06-02,Terrassa,06h,35.0,1.0
313494,2024-06-02,Terrassa,07h,57.0,2.0
313495,2024-06-02,Terrassa,08h,78.0,3.0
313496,2024-06-02,Terrassa,09h,93.0,4.0
313497,2024-06-02,Terrassa,10h,84.0,4.0
313498,2024-06-02,Terrassa,11h,99.0,5.0
313499,2024-06-02,Terrassa,12h,94.0,5.0
313500,2024-06-02,Terrassa,13h,80.0,3.0
313501,2024-06-02,Terrassa,14h,56.0,1.0
313502,2024-06-02,Terrassa,15h,53.0,1.0
313503,2024-06-02,Terrassa,16h,42.0,1.0
313504,2024-06-02,Terrassa,17h,39.0,1.0
313505,2024-06-02,Terrassa,18h,62.0,1.0
313506,2024-06-02,Terrassa,19h,81.0,2.0
313507,2024-06-02,Terrassa,20h,95.0,2.0
313508,2024-06-02,Terrassa,21h,98.0,3.0
313509,2024-06-02,Terrassa,22h,85.0,3.0
313510,2024-06-02,Terrassa,23h,53.0,1.0
313511,2024-06-02,Terrassa,24h,32.0,1.0
318064,2022-06-03,Montcada i Reixac,01h,53.0,1.0
318065,2022-06-03,Montcada i Reixac,02h,54.0,1.0
318066,2022-06-03,Montcada i Reixac,03h,52.0,1.0
318067,2022-06-03,Montcada i Reixac,04h,49.0,1.0
318068,2022-06-03,Montcada i Reixac,05h,38.0,1.0
318069,2022-06-03,Montcada i Reixac,06h,32.0,1.0
318070,2022-06-03,Montcada i Reixac,07h,24.0,1.0
318071,2022-06-03,Montcada i Reixac,08h,16.0,1.0
318072,2022-06-03,Montcada i Reixac,09h,16.0,1.0
318073,2022-06-03,Montcada i Reixac,10h,27.0,1.0
318074,2022-06-03,Montcada i Reixac,11h,24.0,1.0
318075,2022-06-03,Montcada i Reixac,12h,26.0,1.0
318076,2022-06-03,Montcada i Reixac,13h,21.0,1.0
318077,2022-06-03,Montcada i Reixac,14h,21.0,1.0
318078,2022-06-03,Montcada i Reixac,15h,24.0,1.0
318079,2022-06-03,Montcada i Reixac,16h,19.0,1.0
318080,2022-06-03,Montcada i Reixac,17h,30.0,1.0
318081,2022-06-03,Montcada i Reixac,18h,20.0,1.0
318082,2022-06-03,Montcada i Reixac,19h,26.0,1.0
318083,2022-06-03,Montcada i Reixac,20h,34.0,1.0
318084,2022-06-03,Montcada i Reixac,21h,26.0,1.0
318085,2022-06-03,Montcada i Reixac,22h,30.0,1.0
318086,2022-06-03,Montcada i Reixac,23h,24.0,1.0
318087,2022-06-03,Montcada i Reixac,24h,22.0,1.0
318088,2022-06-03,Rubí,01h,38.0,2.0
318089,2022-06-03,Rubí,02h,27.0,2.0
318090,2022-06-03,Rubí,03h,45.0,2.0
318091,2022-06-03,Rubí,04h,19.0,2.0
318092,2022-06-03,Rubí,05h,38.0,2.0
318093,2022-06-03,Rubí,06h,26.0,2.0
318094,2022-06-03,Rubí,07h,17.0,2.0
318095,2022-06-03,Rubí,08h,19.0,2.0
318096,2022-06-03,Rubí,09h,21.0,3.0
318097,2022-06-03,Rubí,10h,15.0,2.0
318098,2022-06-03,Rubí,11h,11.0,2.0
318099,2022-06-03,Rubí,12h,11.0,2.0
318100,2022-06-03,Rubí,13h,17.0,2.0
318101,2022-06-03,Rubí,14h,15.0,2.0
318102,2022-06-03,Rubí,15h,9.0,2.0
318103,2022-06-03,Rubí,16h,9.0,2.0
318104,2022-06-03,Rubí,17h,9.0,2.0
318105,2022-06-03,Rubí,18h,11.0,2.0
318106,2022-06-03,Rubí,19h,17.0,2.0
318107,2022-06-03,Rubí,20h,25.0,2.0
318108,2022-06-03,Rubí,21h,29.0,2.0
318109,2022-06-03,Rubí,22h,24.0,2.0
318110,2022-06-03,Rubí,23h,27.0,2.0
318111,2022-06-03,Rubí,24h,24.0,2.0
318136,2022-06-03,Santa Perpètua de Mogoda,01h,47.0,1.0
318137,2022-06-03,Santa Perpètua de Mogoda,02h,42.0,1.0
318138,2022-06-03,Santa Perpètua de Mogoda,03h,51.0,1.0
318139,2022-06-03,Santa Perpètua de Mogoda,04h,35.0,1.0
318140,2022-06-03,Santa Perpètua de Mogoda,05h,29.0,1.0
318141,2022-06-03,Santa Perpètua de Mogoda,06h,30.0,1.0
318142,2022-06-03,Santa Perpètua de Mogoda,07h,31.0,1.0
318143,2022-06-03,Santa Perpètua de Mogoda,08h,25.0,1.0
318144,2022-06-03,Santa Perpètua de Mogoda,09h,27.0,1.0
318145,2022-06-03,Santa Perpètua de Mogoda,10h,26.0,1.0
318146,2022-06-03,Santa Perpètua de Mogoda,11h,12.0,1.0
318147,2022-06-03,Santa Perpètua de Mogoda,12h,16.0,1.0
318148,2022-06-03,Santa Perpètua de Mogoda,13h,19.0,1.0
318149,2022-06-03,Santa Perpètua de Mogoda,14h,25.0,1.0
318150,2022-06-03,Santa Perpètua de Mogoda,15h,25.0,1.0
318151,2022-06-03,Santa Perpètua de Mogoda,16h,19.0,1.0
318152,2022-06-03,Santa Perpètua de Mogoda,17h,18.0,1.0
318153,2022-06-03,Santa Perpètua de Mogoda,18h,20.0,2.0
318154,2022-06-03,Santa Perpètua de Mogoda,19h,21.0,1.0
318155,2022-06-03,Santa Perpètua de Mogoda,20h,19.0,1.0
318156,2022-06-03,Santa Perpètua de Mogoda,21h,19.0,1.0
318157,2022-06-03,Santa Perpètua de Mogoda,22h,36.0,1.0
318158,2022-06-03,Santa Perpètua de Mogoda,23h,45.0,1.0
318159,2022-06-03,Santa Perpètua de Mogoda,24h,45.0,1.0
318160,2022-06-03,Terrassa,01h,42.0,1.0
318161,2022-06-03,Terrassa,02h,36.0,1.0
318162,2022-06-03,Terrassa,03h,35.0,1.0
318163,2022-06-03,Terrassa,04h,23.0,1.0
318164,2022-06-03,Terrassa,05h,19.0,1.0
318165,2022-06-03,Terrassa,06h,24.0,1.0
318166,2022-06-03,Terrassa,07h,25.0,1.0
318167,2022-06-03,Terrassa,08h,24.0,1.0
318168,2022-06-03,Terrassa,09h,23.0,1.0
318169,2022-06-03,Terrassa,10h,20.0,1.0
318170,2022-06-03,Terrassa,11h,22.0,1.0
318171,2022-06-03,Terrassa,12h,27.0,1.0
318172,2022-06-03,Terrassa,13h,26.0,1.0
318173,2022-06-03,Terrassa,14h,25.0,1.0
318174,2022-06-03,Terrassa,15h,21.0,1.0
318175,2022-06-03,Terrassa,16h,18.0,1.0
318176,2022-06-03,Terrassa,17h,25.0,1.0
318177,2022-06-03,Terrassa,18h,41.0,1.0
318178,2022-06-03,Terrassa,19h,54.0,1.0
318179,2022-06-03,Terrassa,20h,46.0,1.0
318180,2022-06-03,Terrassa,21h,49.0,1.0
318181,2022-06-03,Terrassa,22h,43.0,1.0
318182,2022-06-03,Terrassa,23h,34.0,1.0
318183,2022-06-03,Terrassa,24h,35.0,1.0
318206,2023-06-03,Montcada i Reixac,01h,55.0,1.0
318207,2023-06-03,Montcada i Reixac,02h,45.0,1.0
318208,2023-06-03,Montcada i Reixac,03h,38.0,1.0
318209,2023-06-03,Montcada i Reixac,04h,37.0,1.0
318210,2023-06-03,Montcada i Reixac,05h,38.0,1.0
318211,2023-06-03,Montcada i Reixac,06h,46.0,1.0
318212,2023-06-03,Montcada i Reixac,07h,53.0,1.0
318213,2023-06-03,Montcada i Reixac,08h,75.0,1.0
318214,2023-06-03,Montcada i Reixac,09h,75.0,1.0
318215,2023-06-03,Montcada i Reixac,10h,99.0,1.0
318216,2023-06-03,Montcada i Reixac,11h,80.0,1.0
318217,2023-06-03,Montcada i Reixac,12h,62.0,1.0
318218,2023-06-03,Montcada i Reixac,13h,22.0,1.0
318219,2023-06-03,Montcada i Reixac,14h,23.0,1.0
318220,2023-06-03,Montcada i Reixac,15h,25.0,1.0
318221,2023-06-03,Montcada i Reixac,16h,21.0,1.0
318222,2023-06-03,Montcada i Reixac,17h,28.0,1.0
318223,2023-06-03,Montcada i Reixac,18h,36.0,1.0
318224,2023-06-03,Montcada i Reixac,19h,53.0,1.0
318225,2023-06-03,Montcada i Reixac,20h,64.0,1.0
318226,2023-06-03,Montcada i Reixac,21h,68.0,1.0
318227,2023-06-03,Montcada i Reixac,22h,65.0,1.0
318228,2023-06-03,Montcada i Reixac,23h,62.0,1.0
