,DATA,NOM ESTACIO,hora,NO2,SO2
298417,2024-05-11,Terrassa,15h,27.0,1.0
298418,2024-05-11,Terrassa,16h,53.0,2.0
298419,2024-05-11,Terrassa,17h,75.0,2.0
298420,2024-05-11,Terrassa,18h,80.0,2.0
298421,2024-05-11,Terrassa,19h,77.0,2.0
298422,2024-05-11,Terrassa,20h,65.0,2.0
298423,2024-05-11,Terrassa,21h,56.0,2.0
298424,2024-05-11,Terrassa,22h,46.0,1.0
298425,2024-05-11,Terrassa,23h,29.0,1.0
298426,2024-05-11,Terrassa,24h,21.0,1.0
303153,2022-05-12,Montcada i Reixac,01h,24.0,1.0
303154,2022-05-12,Montcada i Reixac,02h,25.0,1.0
303155,2022-05-12,Montcada i Reixac,03h,30.0,1.0
303156,2022-05-12,Montcada i Reixac,04h,29.0,1.0
303157,2022-05-12,Montcada i Reixac,05h,24.0,1.0
303158,2022-05-12,Montcada i Reixac,06h,28.0,1.0
303159,2022-05-12,Montcada i Reixac,07h,39.0,1.0
303160,2022-05-12,Montcada i Reixac,08h,54.0,1.0
303161,2022-05-12,Montcada i Reixac,09h,49.0,1.0
303162,2022-05-12,Montcada i Reixac,10h,58.0,1.0
303163,2022-05-12,Montcada i Reixac,11h,69.0,1.0
303164,2022-05-12,Montcada i Reixac,12h,60.0,1.0
303165,2022-05-12,Montcada i Reixac,13h,56.0,1.0
303166,2022-05-12,Montcada i Reixac,14h,75.0,1.0
303167,2022-05-12,Montcada i Reixac,15h,36.0,1.0
303168,2022-05-12,Montcada i Reixac,16h,28.0,1.0
303169,2022-05-12,Montcada i Reixac,17h,42.0,1.0
303170,2022-05-12,Montcada i Reixac,18h,45.0,1.0
303171,2022-05-12,Montcada i Reixac,19h,43.0,1.0
303172,2022-05-12,Montcada i Reixac,20h,60.0,1.0
303173,2022-05-12,Montcada i Reixac,21h,51.0,1.0
303174,2022-05-12,Montcada i Reixac,22h,49.0,1.0
303175,2022-05-12,Montcada i Reixac,23h,37.0,1.0
303176,2022-05-12,Montcada i Reixac,24h,33.0,1.0
303177,2022-05-12,Rubí,01h,22.0,2.0
303178,2022-05-12,Rubí,02h,14.0,2.0
303179,2022-05-12,Rubí,03h,13.0,2.0
303180,2022-05-12,Rubí,04h,17.0,2.0
303181,2022-05-12,Rubí,05h,21.0,2.0
303182,2022-05-12,Rubí,06h,20.0,2.0
303183,2022-05-12,Rubí,07h,21.0,2.0
303184,2022-05-12,Rubí,08h,24.0,2.0
303185,2022-05-12,Rubí,09h,28.0,3.0
303186,2022-05-12,Rubí,10h,31.0,3.0
303187,2022-05-12,Rubí,11h,26.0,2.0
303188,2022-05-12,Rubí,12h,18.0,2.0
303189,2022-05-12,Rubí,13h,24.0,2.0
303190,2022-05-12,Rubí,14h,42.0,2.0
303191,2022-05-12,Rubí,15h,42.0,2.0
303192,2022-05-12,Rubí,16h,23.0,1.0
303193,2022-05-12,Rubí,17h,25.0,1.0
303194,2022-05-12,Rubí,18h,31.0,1.0
303195,2022-05-12,Rubí,19h,37.0,1.0
303196,2022-05-12,Rubí,20h,42.0,1.0
303197,2022-05-12,Rubí,21h,52.0,1.0
303198,2022-05-12,Rubí,22h,39.0,1.0
303199,2022-05-12,Rubí,23h,24.0,1.0
303200,2022-05-12,Rubí,24h,16.0,1.0
303249,2022-05-12,Santa Perpètua de Mogoda,01h,37.0,2.0
303250,2022-05-12,Santa Perpètua de Mogoda,02h,34.0,2.0
303251,2022-05-12,Santa Perpètua de Mogoda,03h,27.0,2.0
303252,2022-05-12,Santa Perpètua de Mogoda,04h,24.0,2.0
303253,2022-05-12,Santa Perpètua de Mogoda,05h,25.0,2.0
303254,2022-05-12,Santa Perpètua de Mogoda,06h,20.0,3.0
303255,2022-05-12,Santa Perpètua de Mogoda,07h,20.0,4.0
303256,2022-05-12,Santa Perpètua de Mogoda,08h,39.0,7.0
303257,2022-05-12,Santa Perpètua de Mogoda,09h,43.0,8.0
303258,2022-05-12,Santa Perpètua de Mogoda,10h,59.0,11.0
303259,2022-05-12,Santa Perpètua de Mogoda,11h,52.0,7.0
303260,2022-05-12,Santa Perpètua de Mogoda,12h,48.0,5.0
303261,2022-05-12,Santa Perpètua de Mogoda,13h,48.0,4.0
303262,2022-05-12,Santa Perpètua de Mogoda,14h,38.0,2.0
303263,2022-05-12,Santa Perpètua de Mogoda,15h,24.0,1.0
303264,2022-05-12,Santa Perpètua de Mogoda,16h,10.0,1.0
303265,2022-05-12,Santa Perpètua de Mogoda,17h,12.0,1.0
303266,2022-05-12,Santa Perpètua de Mogoda,18h,14.0,1.0
303267,2022-05-12,Santa Perpètua de Mogoda,19h,31.0,1.0
303268,2022-05-12,Santa Perpètua de Mogoda,20h,62.0,1.0
303269,2022-05-12,Santa Perpètua de Mogoda,21h,62.0,1.0
303270,2022-05-12,Santa Perpètua de Mogoda,22h,51.0,1.0
303271,2022-05-12,Santa Perpètua de Mogoda,23h,46.0,1.0
303272,2022-05-12,Santa Perpètua de Mogoda,24h,32.0,1.0
303273,2022-05-12,Terrassa,01h,13.0,1.0
303274,2022-05-12,Terrassa,02h,13.0,1.0
303275,2022-05-12,Terrassa,03h,11.0,2.0
303276,2022-05-12,Terrassa,04h,9.0,2.0
303277,2022-05-12,Terrassa,05h,10.0,2.0
303278,2022-05-12,Terrassa,06h,14.0,3.0
303279,2022-05-12,Terrassa,07h,38.0,4.0
303280,2022-05-12,Terrassa,08h,45.0,4.0
303281,2022-05-12,Terrassa,09h,52.0,5.0
303282,2022-05-12,Terrassa,10h,49.0,6.0
303283,2022-05-12,Terrassa,11h,41.0,5.0
303284,2022-05-12,Terrassa,12h,55.0,5.0
303285,2022-05-12,Terrassa,13h,58.0,5.0
303286,2022-05-12,Terrassa,14h,64.0,5.0
303287,2022-05-12,Terrassa,15h,61.0,4.0
303288,2022-05-12,Terrassa,16h,72.0,5.0
303289,2022-05-12,Terrassa,17h,62.0,4.0
303290,2022-05-12,Terrassa,18h,72.0,4.0
303291,2022-05-12,Terrassa,19h,81.0,5.0
303292,2022-05-12,Terrassa,20h,90.0,5.0
303293,2022-05-12,Terrassa,21h,104.0,7.0
303294,2022-05-12,Terrassa,22h,64.0,4.0
303295,2022-05-12,Terrassa,23h,50.0,4.0
303296,2022-05-12,Terrassa,24h,50.0,4.0
303321,2023-05-12,Montcada i Reixac,01h,61.0,1.0
303322,2023-05-12,Montcada i Reixac,02h,42.0,1.0
303323,2023-05-12,Montcada i Reixac,03h,46.0,1.0
303324,2023-05-12,Montcada i Reixac,04h,53.0,1.0
303325,2023-05-12,Montcada i Reixac,05h,48.0,1.0
303326,2023-05-12,Montcada i Reixac,06h,27.0,1.0
303327,2023-05-12,Montcada i Reixac,07h,41.0,1.0
303328,2023-05-12,Montcada i Reixac,08h,56.0,1.0
303329,2023-05-12,Montcada i Reixac,09h,51.0,1.0
303330,2023-05-12,Montcada i Reixac,10h,53.0,1.0
303331,2023-05-12,Montcada i Reixac,11h,54.0,1.0
303332,2023-05-12,Montcada i Reixac,12h,44.0,1.0
303333,2023-05-12,Montcada i Reixac,13h,43.0,1.0
303334,2023-05-12,Montcada i Reixac,14h,37.0,1.0
303335,2023-05-12,Montcada i Reixac,15h,31.0,1.0
303336,2023-05-12,Montcada i Reixac,16h,33.0,1.0
303337,2023-05-12,Montcada i Reixac,17h,41.0,1.0
303338,2023-05-12,Montcada i Reixac,18h,53.0,1.0
303339,2023-05-12,Montcada i Reixac,19h,73.0,1.0
303340,2023-05-12,Montcada i Reixac,20h,76.0,1.0
303341,2023-05-12,Montcada i Reixac,21h,58.0,1.0
303342,2023-05-12,Montcada i Reixac,22h,60.0,1.0
303343,2023-05-12,Montcada i Reixac,23h,53.0,1.0
303344,2023-05-12,Montcada i Reixac,24h,48.0,1.0
303345,2023-05-12,Rubí,01h,25.0,1.0
303346,2023-05-12,Rubí,02h,37.0,1.0
303347,2023-05-12,Rubí,03h,41.0,1.0
303348,2023-05-12,Rubí,04h,30.0,1.0
303349,2023-05-12,Rubí,05h,24.0,1.0
303350,2023-05-12,Rubí,06h,25.0,1.0
303351,2023-05-12,Rubí,07h,21.0,1.0
303352,2023-05-12,Rubí,08h,15.0,1.0
303353,2023-05-12,Rubí,09h,25.0,1.0
303354,2023-05-12,Rubí,10h,31.0,1.0
303355,2023-05-12,Rubí,11h,13.0,2.0
303356,2023-05-12,Rubí,12h,16.0,3.0
303357,2023-05-12,Rubí,13h,11.0,3.0
303358,2023-05-12,Rubí,14h,9.0,3.0
303359,2023-05-12,Rubí,15h,8.0,3.0
303360,2023-05-12,Rubí,16h,14.0,3.0
303361,2023-05-12,Rubí,17h,15.0,3.0
303362,2023-05-12,Rubí,18h,23.0,3.0
303363,2023-05-12,Rubí,19h,35.0,3.0
303364,2023-05-12,Rubí,20h,44.0,3.0
303365,2023-05-12,Rubí,21h,63.0,3.0
303366,2023-05-12,Rubí,22h,48.0,3.0
303367,2023-05-12,Rubí,23h,54.0,3.0
303368,2023-05-12,Rubí,24h,47.0,3.0
303441,2023-05-12,Terrassa,01h,22.0,1.0
303442,2023-05-12,Terrassa,02h,18.0,1.0
303443,2023-05-12,Terrassa,03h,15.0,1.0
303444,2023-05-12,Terrassa,04h,11.0,1.0
303445,2023-05-12,Terrassa,05h,7.0,1.0
303446,2023-05-12,Terrassa,06h,14.0,2.0
303447,2023-05-12,Terrassa,07h,21.0,2.0
303448,2023-05-12,Terrassa,08h,28.0,3.0
303449,2023-05-12,Terrassa,09h,26.0,3.0
303450,2023-05-12,Terrassa,10h,23.0,3.0
303451,2023-05-12,Terrassa,11h,31.0,3.0
303452,2023-05-12,Terrassa,12h,34.0,2.0
303453,2023-05-12,Terrassa,13h,29.0,1.0
303454,2023-05-12,Terrassa,14h,26.0,1.0
303455,2023-05-12,Terrassa,15h,28.0,1.0
303456,2023-05-12,Terrassa,16h,29.0,2.0
303457,2023-05-12,Terrassa,17h,26.0,3.0
303458,2023-05-12,Terrassa,18h,45.0,3.0
303459,2023-05-12,Terrassa,19h,60.0,2.0
303460,2023-05-12,Terrassa,20h,60.0,1.0
303461,2023-05-12,Terrassa,21h,112.0,5.0
303462,2023-05-12,Terrassa,22h,80.0,5.0
303463,2023-05-12,Terrassa,23h,45.0,3.0
303464,2023-05-12,Terrassa,24h,33.0,3.0
303486,2024-05-12,Montcada i Reixac,01h,32.0,2.0
303487,2024-05-12,Montcada i Reixac,02h,29.0,3.0
303488,2024-05-12,Montcada i Reixac,03h,22.0,2.0
303489,2024-05-12,Montcada i Reixac,04h,26.0,2.0
303490,2024-05-12,Montcada i Reixac,05h,23.0,2.0
303491,2024-05-12,Montcada i Reixac,06h,28.0,2.0
303492,2024-05-12,Montcada i Reixac,07h,30.0,1.0
303493,2024-05-12,Montcada i Reixac,08h,56.0,3.0
303494,2024-05-12,Montcada i Reixac,09h,63.0,6.0
303495,2024-05-12,Montcada i Reixac,10h,71.0,6.0
303496,2024-05-12,Montcada i Reixac,11h,59.0,4.0
303497,2024-05-12,Montcada i Reixac,12h,41.0,2.0
303498,2024-05-12,Montcada i Reixac,13h,26.0,3.0
303499,2024-05-12,Montcada i Reixac,14h,18.0,2.0
303500,2024-05-12,Montcada i Reixac,15h,22.0,2.0
303501,2024-05-12,Montcada i Reixac,16h,22.0,2.0
303502,2024-05-12,Montcada i Reixac,17h,45.0,2.0
303503,2024-05-12,Montcada i Reixac,18h,52.0,2.0
303504,2024-05-12,Montcada i Reixac,19h,47.0,2.0
303505,2024-05-12,Montcada i Reixac,20h,51.0,2.0
303506,2024-05-12,Montcada i Reixac,21h,52.0,2.0
303507,2024-05-12,Montcada i Reixac,22h,46.0,2.0
303508,2024-05-12,Montcada i Reixac,23h,40.0,1.0
303509,2024-05-12,Montcada i Reixac,24h,41.0,1.0
303510,2024-05-12,Rubí,01h,22.0,1.0
303511,2024-05-12,Rubí,02h,6.0,1.0
303512,2024-05-12,Rubí,03h,4.0,1.0
303513,2024-05-12,Rubí,04h,2.0,1.0
303514,2024-05-12,Rubí,05h,2.0,1.0
303515,2024-05-12,Rubí,06h,6.0,2.0
303516,2024-05-12,Rubí,07h,6.0,1.0
303517,2024-05-12,Rubí,08h,11.0,1.0
303518,2024-05-12,Rubí,09h,36.0,1.0
303519,2024-05-12,Rubí,10h,45.0,1.0
303520,2024-05-12,Rubí,11h,42.0,1.0
303521,2024-05-12,Rubí,12h,11.0,1.0
303522,2024-05-12,Rubí,15h,5.0,1.0
303523,2024-05-12,Rubí,16h,6.0,1.0
303524,2024-05-12,Rubí,17h,13.0,1.0
303525,2024-05-12,Rubí,18h,37.0,1.0
303526,2024-05-12,Rubí,19h,52.0,1.0
303527,2024-05-12,Rubí,20h,52.0,1.0
303528,2024-05-12,Rubí,21h,46.0,1.0
303529,2024-05-12,Rubí,22h,40.0,1.0
303530,2024-05-12,Rubí,23h,30.0,1.0
303531,2024-05-12,Rubí,24h,31.0,1.0
303580,2024-05-12,Santa Perpètua de Mogoda,01h,30.0,1.0
303581,2024-05-12,Santa Perpètua de Mogoda,02h,23.0,1.0
303582,2024-05-12,Santa Perpètua de Mogoda,03h,24.0,1.0
303583,2024-05-12,Santa Perpètua de Mogoda,04h,19.0,1.0
303584,2024-05-12,Santa Perpètua de Mogoda,05h,19.0,1.0
303585,2024-05-12,Santa Perpètua de Mogoda,06h,18.0,1.0
303586,2024-05-12,Santa Perpètua de Mogoda,07h,32.0,1.0
303587,2024-05-12,Santa Perpètua de Mogoda,08h,41.0,2.0
303588,2024-05-12,Santa Perpètua de Mogoda,09h,52.0,3.0
303589,2024-05-12,Santa Perpètua de Mogoda,10h,54.0,2.0
303590,2024-05-12,Santa Perpètua de Mogoda,11h,51.0,1.0
303591,2024-05-12,Santa Perpètua de Mogoda,12h,50.0,1.0
303592,2024-05-12,Santa Perpètua de Mogoda,13h,40.0,1.0
303593,2024-05-12,Santa Perpètua de Mogoda,14h,26.0,1.0
303594,2024-05-12,Santa Perpètua de Mogoda,15h,21.0,1.0
303595,2024-05-12,Santa Perpètua de Mogoda,16h,16.0,1.0
303596,2024-05-12,Santa Perpètua de Mogoda,17h,25.0,1.0
303597,2024-05-12,Santa Perpètua de Mogoda,18h,48.0,1.0
303598,2024-05-12,Santa Perpètua de Mogoda,19h,59.0,2.0
303599,2024-05-12,Santa Perpètua de Mogoda,20h,51.0,2.0
303600,2024-05-12,Santa Perpètua de Mogoda,21h,50.0,2.0
303601,2024-05-12,Santa Perpètua de Mogoda,22h,53.0,3.0
303602,2024-05-12,Santa Perpètua de Mogoda,23h,48.0,4.0
303603,2024-05-12,Santa Perpètua de Mogoda,24h,45.0,3.0
303604,2024-05-12,Terrassa,01h,27.0,1.0
303605,2024-05-12,Terrassa,02h,6.0,1.0
303606,2024-05-12,Terrassa,03h,7.0,1.0
303607,2024-05-12,Terrassa,04h,6.0,1.0
303608,2024-05-12,Terrassa,05h,7.0,1.0
303609,2024-05-12,Terrassa,06h,9.0,1.0
303610,2024-05-12,Terrassa,07h,13.0,1.0
303611,2024-05-12,Terrassa,08h,23.0,1.0
303612,2024-05-12,Terrassa,09h,79.0,1.0
303613,2024-05-12,Terrassa,10h,63.0,1.0
303614,2024-05-12,Terrassa,11h,52.0,1.0
303615,2024-05-12,Terrassa,12h,26.0,1.0
303616,2024-05-12,Terrassa,13h,23.0,1.0
303617,2024-05-12,Terrassa,14h,19.0,1.0
303618,2024-05-12,Terrassa,15h,27.0,1.0
303619,2024-05-12,Terrassa,16h,37.0,1.0
303620,2024-05-12,Terrassa,17h,43.0,1.0
303621,2024-05-12,Terrassa,18h,56.0,1.0
303622,2024-05-12,Terrassa,19h,55.0,1.0
303623,2024-05-12,Terrassa,20h,56.0,1.0
303624,2024-05-12,Terrassa,21h,54.0,1.0
303625,2024-05-12,Terrassa,22h,43.0,1.0
303626,2024-05-12,Terrassa,23h,36.0,1.0
303627,2024-05-12,Terrassa,24h,25.0,1.0
308099,2022-06-01,Montcada i Reixac,01h,24.0,1.0
308100,2022-06-01,Montcada i Reixac,02h,23.0,1.0
308101,2022-06-01,Montcada i Reixac,03h,20.0,1.0
308102,2022-06-01,Montcada i Reixac,04h,18.0,1.0
308103,2022-06-01,Montcada i Reixac,05h,14.0,1.0
308104,2022-06-01,Montcada i Reixac,06h,17.0,1.0
308105,2022-06-01,Montcada i Reixac,07h,17.0,1.0
308106,2022-06-01,Montcada i Reixac,08h,18.0,1.0
308107,2022-06-01,Montcada i Reixac,09h,22.0,1.0
308108,2022-06-01,Montcada i Reixac,10h,32.0,1.0
308109,2022-06-01,Montcada i Reixac,11h,21.0,1.0
308110,2022-06-01,Montcada i Reixac,12h,12.0,1.0
308111,2022-06-01,Montcada i Reixac,13h,12.0,1.0
308112,2022-06-01,Montcada i Reixac,14h,10.0,1.0
308113,2022-06-01,Montcada i Reixac,15h,11.0,1.0
308114,2022-06-01,Montcada i Reixac,16h,12.0,1.0
308115,2022-06-01,Montcada i Reixac,17h,15.0,1.0
308116,2022-06-01,Montcada i Reixac,18h,28.0,1.0
308117,2022-06-01,Montcada i Reixac,19h,49.0,1.0
308118,2022-06-01,Montcada i Reixac,20h,51.0,1.0
308119,2022-06-01,Montcada i Reixac,21h,50.0,1.0
308120,2022-06-01,Montcada i Reixac,22h,44.0,1.0
308121,2022-06-01,Montcada i Reixac,23h,44.0,1.0
308122,2022-06-01,Montcada i Reixac,24h,48.0,1.0
308123,2022-06-01,Rubí,01h,27.0,2.0
308124,2022-06-01,Rubí,02h,31.0,1.0
308125,2022-06-01,Rubí,03h,23.0,1.0
308126,2022-06-01,Rubí,04h,14.0,2.0
308127,2022-06-01,Rubí,05h,15.0,1.0
308128,2022-06-01,Rubí,06h,24.0,1.0
308129,2022-06-01,Rubí,07h,22.0,2.0
308130,2022-06-01,Rubí,08h,20.0,1.0
308131,2022-06-01,Rubí,09h,13.0,1.0
308132,2022-06-01,Rubí,10h,7.0,1.0
308133,2022-06-01,Rubí,11h,7.0,2.0
308134,2022-06-01,Rubí,12h,6.0,2.0
308135,2022-06-01,Rubí,13h,5.0,2.0
308136,2022-06-01,Rubí,14h,4.0,2.0
308137,2022-06-01,Rubí,15h,5.0,1.0
308138,2022-06-01,Rubí,16h,4.0,2.0
308139,2022-06-01,Rubí,17h,4.0,2.0
308140,2022-06-01,Rubí,18h,9.0,1.0
308141,2022-06-01,Rubí,19h,12.0,2.0
308142,2022-06-01,Rubí,20h,21.0,2.0
308143,2022-06-01,Rubí,21h,32.0,1.0
308144,2022-06-01,Rubí,22h,38.0,2.0
308145,2022-06-01,Rubí,23h,48.0,2.0
308146,2022-06-01,Rubí,24h,47.0,2.0
308195,2022-06-01,Santa Perpètua de Mogoda,01h,26.0,1.0
308196,2022-06-01,Santa Perpètua de Mogoda,02h,21.0,1.0
308197,2022-06-01,Santa Perpètua de Mogoda,03h,17.0,1.0
308198,2022-06-01,Santa Perpètua de Mogoda,04h,19.0,1.0
308199,2022-06-01,Santa Perpètua de Mogoda,05h,17.0,1.0
308200,2022-06-01,Santa Perpètua de Mogoda,06h,19.0,1.0
308201,2022-06-01,Santa Perpètua de Mogoda,07h,18.0,1.0
308202,2022-06-01,Santa Perpètua de Mogoda,08h,19.0,1.0
308203,2022-06-01,Santa Perpètua de Mogoda,09h,20.0,1.0
308204,2022-06-01,Santa Perpètua de Mogoda,10h,21.0,1.0
308205,2022-06-01,Santa Perpètua de Mogoda,11h,24.0,1.0
308206,2022-06-01,Santa Perpètua de Mogoda,12h,18.0,1.0
308207,2022-06-01,Santa Perpètua de Mogoda,13h,12.0,1.0
308208,2022-06-01,Santa Perpètua de Mogoda,14h,10.0,1.0
308209,2022-06-01,Santa Perpètua de Mogoda,15h,8.0,1.0
308210,2022-06-01,Santa Perpètua de Mogoda,16h,7.0,1.0
308211,2022-06-01,Santa Perpètua de Mogoda,17h,12.0,1.0
308212,2022-06-01,Santa Perpètua de Mogoda,18h,20.0,1.0
308213,2022-06-01,Santa Perpètua de Mogoda,19h,24.0,1.0
308214,2022-06-01,Santa Perpètua de Mogoda,20h,29.0,1.0
308215,2022-06-01,Santa Perpètua de Mogoda,21h,48.0,1.0
308216,2022-06-01,Santa Perpètua de Mogoda,22h,58.0,1.0
308217,2022-06-01,Santa Perpètua de Mogoda,23h,55.0,1.0
308218,2022-06-01,Santa Perpètua de Mogoda,24h,48.0,1.0
308219,2022-06-01,Terrassa,01h,37.0,1.0
308220,2022-06-01,Terrassa,02h,32.0,1.0
308221,2022-06-01,Terrassa,03h,16.0,1.0
308222,2022-06-01,Terrassa,04h,9.0,1.0
308223,2022-06-01,Terrassa,05h,11.0,1.0
308224,2022-06-01,Terrassa,06h,7.0,1.0
308225,2022-06-01,Terrassa,07h,7.0,1.0
308226,2022-06-01,Terrassa,08h,7.0,1.0
308227,2022-06-01,Terrassa,09h,11.0,1.0
308228,2022-06-01,Terrassa,10h,10.0,1.0
308229,2022-06-01,Terrassa,11h,8.0,1.0
308230,2022-06-01,Terrassa,12h,9.0,1.0
308231,2022-06-01,Terrassa,13h,9.0,1.0
308232,2022-06-01,Terrassa,14h,10.0,1.0
308233,2022-06-01,Terrassa,15h,10.0,1.0
308234,2022-06-01,Terrassa,16h,7.0,1.0
308235,2022-06-01,Terrassa,17h,12.0,1.0
308236,2022-06-01,Terrassa,18h,17.0,1.0
308237,2022-06-01,Terrassa,19h,20.0,1.0
308238,2022-06-01,Terrassa,20h,28.0,1.0
308239,2022-06-01,Terrassa,21h,27.0,1.0
308240,2022-06-01,Terrassa,22h,33.0,1.0
308241,2022-06-01,Terrassa,23h,33.0,2.0
308242,2022-06-01,Terrassa,24h,12.0,1.0
308267,2023-06-01,Montcada i Reixac,01h,48.0,1.0
308268,2023-06-01,Montcada i Reixac,02h,42.0,1.0
308269,2023-06-01,Montcada i Reixac,03h,37.0,1.0
308270,2023-06-01,Montcada i Reixac,04h,32.0,1.0
308271,2023-06-01,Montcada i Reixac,05h,29.0,1.0
308272,2023-06-01,Montcada i Reixac,06h,25.0,1.0
308273,2023-06-01,Montcada i Reixac,07h,24.0,1.0
308274,2023-06-01,Montcada i Reixac,08h,23.0,1.0
308275,2023-06-01,Montcada i Reixac,09h,22.0,1.0
308276,2023-06-01,Montcada i Reixac,10h,29.0,1.0
308277,2023-06-01,Montcada i Reixac,11h,30.0,1.0
308278,2023-06-01,Montcada i Reixac,12h,40.0,1.0
308279,2023-06-01,Montcada i Reixac,13h,45.0,1.0
308280,2023-06-01,Montcada i Reixac,14h,30.0,1.0
308281,2023-06-01,Montcada i Reixac,15h,35.0,1.0
308282,2023-06-01,Montcada i Reixac,16h,24.0,1.0
308283,2023-06-01,Montcada i Reixac,17h,27.0,1.0
308284,2023-06-01,Montcada i Reixac,18h,28.0,1.0
308285,2023-06-01,Montcada i Reixac,19h,33.0,1.0
308286,2023-06-01,Montcada i Reixac,20h,50.0,1.0
308287,2023-06-01,Montcada i Reixac,21h,53.0,1.0
308288,2023-06-01,Montcada i Reixac,22h,44.0,1.0
308289,2023-06-01,Montcada i Reixac,23h,39.0,1.0
308290,2023-06-01,Montcada i Reixac,24h,35.0,1.0
308291,2023-06-01,Rubí,01h,29.0,1.0
308292,2023-06-01,Rubí,02h,22.0,1.0
308293,2023-06-01,Rubí,03h,17.0,1.0
308294,2023-06-01,Rubí,04h,16.0,1.0
308295,2023-06-01,Rubí,05h,14.0,1.0
308296,2023-06-01,Rubí,06h,13.0,1.0
308297,2023-06-01,Rubí,07h,20.0,1.0
308298,2023-06-01,Rubí,08h,19.0,1.0
308299,2023-06-01,Rubí,09h,21.0,1.0
308300,2023-06-01,Rubí,10h,20.0,1.0
308301,2023-06-01,Rubí,11h,20.0,1.0
308302,2023-06-01,Rubí,12h,12.0,1.0
308303,2023-06-01,Rubí,13h,10.0,1.0
308304,2023-06-01,Rubí,14h,10.0,1.0
308305,2023-06-01,Rubí,15h,13.0,1.0
308306,2023-06-01,Rubí,16h,11.0,2.0
308307,2023-06-01,Rubí,17h,23.0,2.0
308308,2023-06-01,Rubí,18h,30.0,2.0
308309,2023-06-01,Rubí,19h,46.0,2.0
308310,2023-06-01,Rubí,20h,65.0,2.0
308311,2023-06-01,Rubí,21h,59.0,2.0
308312,2023-06-01,Rubí,22h,58.0,2.0
308313,2023-06-01,Rubí,23h,54.0,2.0
308314,2023-06-01,Rubí,24h,52.0,3.0
308363,2023-06-01,Santa Perpètua de Mogoda,01h,33.0,1.0
308364,2023-06-01,Santa Perpètua de Mogoda,02h,29.0,1.0
308365,2023-06-01,Santa Perpètua de Mogoda,03h,27.0,1.0
308366,2023-06-01,Santa Perpètua de Mogoda,04h,24.0,1.0
308367,2023-06-01,Santa Perpètua de Mogoda,05h,23.0,1.0
308368,2023-06-01,Santa Perpètua de Mogoda,06h,21.0,2.0
308369,2023-06-01,Santa Perpètua de Mogoda,07h,23.0,2.0
308370,2023-06-01,Santa Perpètua de Mogoda,08h,23.0,2.0
308371,2023-06-01,Santa Perpètua de Mogoda,09h,21.0,3.0
308372,2023-06-01,Santa Perpètua de Mogoda,10h,21.0,3.0
308373,2023-06-01,Santa Perpètua de Mogoda,11h,24.0,3.0
308374,2023-06-01,Santa Perpètua de Mogoda,12h,27.0,3.0
308375,2023-06-01,Santa Perpètua de Mogoda,13h,26.0,2.0
308376,2023-06-01,Santa Perpètua de Mogoda,14h,23.0,2.0
308377,2023-06-01,Santa Perpètua de Mogoda,15h,21.0,2.0
308378,2023-06-01,Santa Perpètua de Mogoda,16h,20.0,1.0
308379,2023-06-01,Santa Perpètua de Mogoda,17h,18.0,1.0
308380,2023-06-01,Santa Perpètua de Mogoda,18h,25.0,1.0
308381,2023-06-01,Santa Perpètua de Mogoda,19h,46.0,1.0
308382,2023-06-01,Santa Perpètua de Mogoda,20h,64.0,1.0
308383,2023-06-01,Santa Perpètua de Mogoda,21h,48.0,1.0
308384,2023-06-01,Santa Perpètua de Mogoda,22h,44.0,1.0
308385,2023-06-01,Santa Perpètua de Mogoda,23h,37.0,1.0
308386,2023-06-01,Santa Perpètua de Mogoda,24h,34.0,1.0
308387,2023-06-01,Terrassa,01h,17.0,1.0
308388,2023-06-01,Terrassa,02h,11.0,1.0
308389,2023-06-01,Terrassa,03h,12.0,1.0
308390,2023-06-01,Terrassa,04h,11.0,1.0
308391,2023-06-01,Terrassa,05h,9.0,1.0
308392,2023-06-01,Terrassa,06h,14.0,2.0
308393,2023-06-01,Terrassa,07h,17.0,3.0
308394,2023-06-01,Terrassa,08h,20.0,3.0
308395,2023-06-01,Terrassa,09h,17.0,3.0
308396,2023-06-01,Terrassa,10h,31.0,3.0
308397,2023-06-01,Terrassa,11h,33.0,4.0
308398,2023-06-01,Terrassa,12h,42.0,3.0
308399,2023-06-01,Terrassa,13h,38.0,1.0
308400,2023-06-01,Terrassa,14h,30.0,1.0
308401,2023-06-01,Terrassa,15h,30.0,1.0
308402,2023-06-01,Terrassa,16h,20.0,1.0
308403,2023-06-01,Terrassa,17h,42.0,1.0
308404,2023-06-01,Terrassa,18h,64.0,1.0
308405,2023-06-01,Terrassa,19h,70.0,1.0
308406,2023-06-01,Terrassa,20h,71.0,1.0
308407,2023-06-01,Terrassa,21h,70.0,1.0
308408,2023-06-01,Terrassa,22h,68.0,1.0
308409,2023-06-01,Terrassa,23h,70.0,1.0
308410,2023-06-01,Terrassa,24h,47.0,1.0
308435,2024-06-01,Montcada i Reixac,01h,19.0,1.0
308436,2024-06-01,Montcada i Reixac,02h,9.0,1.0
308437,2024-06-01,Montcada i Reixac,03h,5.0,1.0
308438,2024-06-01,Montcada i Reixac,04h,3.0,1.0
308439,2024-06-01,Montcada i Reixac,05h,4.0,1.0
308440,2024-06-01,Montcada i Reixac,06h,5.0,1.0
308441,2024-06-01,Montcada i Reixac,07h,7.0,1.0
