Codi Municipi Ine,Nom_municipi,Comarca,Any,Densitat població,Densitat població urbana,Evolució població,Sòl urbà ordenat / habitant,Sòl urbà ordenat d’activitat econòmica / habitant,Sòl urbà ordenat residencial / habitant,Zona verda urbana / habitant,Sistema equipaments urbans / habitant,Tipologia teixits urbans residencials,Regeneració urbana,Ocupació mitjana habitatges,% sòl artificialitzat,% sòl residencial o d’activitat econòmica en sòl urbanitzable delimitat,Ús dominant sòl urbanitzable delimitat,% sòl residencial o d’activitat econòmica en sòl urbà no ordenat,Ús dominant sòl urbà no ordenat,Densitat habitatges sòl urbanitzable,Potencial habitatges sectors ja urbanitzats,Potencial habitatges previstos sòl urbà no ordenat,Potencial habitatges previstos sòl urbanitzable delimitat,Increment habitatges sòl urbà no ordenat/ existents,Increment habitatges sòl urbanitzable delimitat/ existents,Increment habitatges sòl urbà no ordenat/ 100 habitants,Increment habitatges sòl urbanitzable delimitat/ 100 hab,Potencial sostre sòl urbanitzable delimitat,Potencial sostre sòl urbà no ordenat,Potencial sostre sectors ja urbanitzats,Creixement urbà,Nous habitatges per any,Densitat habitatges sòl urbà no ordenat,Potencial de creixement urbà,Edificacions espais oberts,Sol·licituds en sòl no urbanitzable aprovades,Sol·licituds en sòl no urbanitzable denegades,Antiguitat figures planejament municipal,Figura planejament municipal,Noves figures planejament general per any,Expedients planejament derivat per any,Autoritzacions en domini públic anuals,Densitat xarxa viària / km2,Densitat xarxa viària /  habitant,Densitat xarxa ferroviària / km2,Densitat xarxa ferroviària / habitant
17048,Castell-Platja d'Aro,Baix Empordà,2022,542.4893011,15.07491877,2.636403317,663.3534915,52.63875096,337.0886159,96.22442088,40.56072631,2.309628829,1.503719461,0.7464761905,44.72971803,94.3058635,R,79.35778423,AE,23.06593601,255,68,1611.224429,0.4323224617,10.24365458,0.593627237,14.06568685,27330.59828,22158.78901,0,2.095829027,21,32.28566493,9.356701287,35.53446437,0,0,5,Pla d'ordenació urbanística municipal,,1,9,0.9436856854,1.739547091,,
17049,Celrà,Gironès,2022,281.8022126,57.9482111,-1.83731716,172.567881,0.7451741667,80.47822945,15.78429654,81.90583354,0.7049262215,1.743589919,2.62047619,20.48832875,100,R,100,R,10.8166353,448,41,1425,1.957975167,68.05157593,0.7313592579,25.41919372,0,0,0,23.43932098,6,24.76167551,288.5421595,11.47112931,0,0,23,Pla general d'ordenació,,,,0.2887053688,1.024496458,0.2190361243,0.7772690009
17050,Cervià de Ter,Gironès,2022,100.9352951,19.04468181,2.672147996,525.0809701,31.31460581,276.4288698,52.85012458,41.8787546,1.360173238,13.27036814,2.692722372,11.75717642,100,AE,100,R,,0,161,,43.51351351,,16.54676259,,68330.85207,0,0,0,1,23.12869548,31.21946347,13.86174514,0,0,10,Pla d'ordenació urbanística municipal,,,,0.7553112602,7.483123313,,
17051,Cistella,Alt Empordà,2022,12.01395603,18.27070192,8.865248227,547.3243471,,315.856393,71.09708727,55.95718545,2.379637924,,2.379844961,1.170434973,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,13.02217937,0,0,24,Normes subsidiàries del planejament,,,,0.2516209402,20.9440537,,
17052,Siurana,Alt Empordà,2022,16.90296927,11.01766851,-0.5586592179,907.6330431,22.60987968,629.0414574,14.49694278,70.97094185,0.2036664963,,2.405405405,3.681984944,0,-,,-,,0,,,,,,,0,0,0,0,1,,0,22.66691333,0,0,24,Normes subsidiàries del planejament,,,,0.6693119667,39.59730128,,
17054,Colera,Alt Empordà,2022,19.22336092,18.85932279,1.298701299,530.2417331,,278.1664134,43.84372355,42.39095701,0.3164237312,19.17572955,0.4419263456,2.435287672,100,R,100,R,36.6617245,24,247,146,23.34593573,13.79962193,53.46320346,31.6017316,0,0,0,0,1,51.90692456,64.52035874,10.57822353,0,0,37,Pla general d'ordenació,,,1,0.3407220652,17.72437539,0.1473678773,7.66608284
17055,Colomers,Baix Empordà,2022,46.94357337,15.92131804,8.510638298,628.0887031,,457.8964753,12.56374202,6.466711896,0.5671315858,,1.59375,7.956594142,58.54890216,AE,,-,15.04959731,0,,87,,67.96875,,46.27659574,24496.17899,0,0,0,0,,108.8446748,13.31576644,0,0,21,Normes subsidiàries del planejament,,,,0.9129978082,19.4488349,,
17056,Cornellà del Terri,Pla de l'Estany,2022,87.10048606,28.81415573,-0.6193228737,347.0516399,97.51191102,119.0390596,21.70390913,25.28134113,1.314913792,5.29488171,2.507291667,6.956378442,56.45991102,AE,81.00025888,R,28.31408731,0,44,484,4.597701149,50.57471264,1.816680429,19.98348472,118102.5602,4240.520777,0,9.588525585,3,12.9967874,44.63505048,47.67137828,3,0,10,Pla d'ordenació urbanística municipal,,,,0.8244122676,9.465070804,0.1407513352,1.61596498
17057,Corçà,Baix Empordà,2022,77.91132398,43.98099494,-0.5490196078,227.3709363,,146.8132942,8.483406886,19.08104053,0.525413967,8.307418992,1.806267806,6.009778334,75.9500903,AE,71.47904285,R,20.22393172,9,53,157,7.54985755,22.36467236,4.156862745,12.31372549,63741.49636,0,63741.49636,0,0,30.95827989,128.4486339,34.57838405,1,0,26,Pla general d'ordenació,,,,0.5584355833,7.167579176,,
17058,Crespià,Pla de l'Estany,2022,24.23278404,23.54664005,2.222222222,424.6890417,51.42768312,242.1074471,22.11523199,20.32307417,0.7727378213,128.8368652,2.208,3.222611757,0,-,0,-,,0,,,,,,,0,0,0,0,0,,0,17.02753204,0,0,32,Normes subsidiàries del planejament,,,,0.7356252555,30.35661335,,
17060,Darnius,Alt Empordà,2022,15.31838153,20.67165839,-0.9259259259,483.7541242,,361.2448273,4.754663764,43.08603507,1.16732929,,1.289156627,2.013346964,100,R,,-,20.81454876,125,,372,,89.85507246,,68.88888889,0,0,0,0,1,,69.05537325,9.375037931,0,0,33,Normes subsidiàries del planejament,,,,0.425501914,27.77721086,0.0299546107,1.955468376
17061,Das,Cerdanya,2022,18.31193729,3.476424258,7.661290323,2876.518876,,2005.807098,193.7395999,155.5131398,3.585823596,0.6126308879,0.6528117359,7.432507443,71.05934784,R,100,R,20.82583859,0,16,52,3.921568627,12.74509804,6.451612903,20.96774194,3050.768098,0,0,0,1,34.00498625,4.547247922,7.549696078,0,0,11,Pla d'ordenació urbanística plurimunicipal,,,,0.2230030838,12.17801701,,
17062,l'Escala,Alt Empordà,2022,643.7692262,19.52524189,0.219110222,512.1575474,9.042970202,314.694781,30.25351041,12.69316735,2.303302356,2.916505764,0.6899717977,41.13315377,53.74835907,R,24.65564717,R,28.19617252,302,87.35095432,1042.347196,0.5758517656,6.871561714,0.8321516083,9.929953286,108903.3732,8189.151967,82238.88752,0.9768026622,78,24.61538462,12.41757251,26.35653055,1,0,29,Pla general d'ordenació,,,4,0.5131654396,0.7971263905,,
17063,Espinelves,Osona,2022,14.23152389,13.05504562,3.765690377,765.9873652,69.32738825,478.2834198,23.68111161,34.18532631,4.406608482,2.130068692,2.049586777,1.738222988,0,-,100,R,,0,34,,28.09917355,,14.22594142,,0,0,0,0,0,19.43783024,0,7.749503753,0,0,1,Pla d'ordenació urbanística municipal,,,,0.9379705951,65.90795211,,
17064,Espolla,Alt Empordà,2022,9.3686648,26.30421715,-0.9708737864,380.1671779,19.1984705,201.5723325,9.092537834,54.76161226,0.2232431777,9.754674237,1.451957295,0.8589990907,100,R,100,R,8.055287862,0,22,17,7.857142857,6.071428571,5.339805825,4.126213592,0,0,0,0,1,14.54035897,12.39681298,4.774147921,0,0,18,Pla d'ordenació urbanística municipal,,,,0.1158707534,12.3679047,,
17065,Esponellà,Pla de l'Estany,2022,30.40804624,16.73580778,4.264392324,597.5212031,,257.8052653,8.695677998,18.05731803,0.3381268931,,2.893491124,3.050905477,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,22.68228172,1,0,15,Pla d'ordenació urbanística municipal,,,,0.5807295893,19.09789221,,
17066,Figueres,Alt Empordà,2022,2439.575035,104.2673524,0.0956571647,95.90729768,10.39389393,32.49961523,7.853023749,12.9936305,0.073389203,7.452504591,2.195244755,51.01635281,76.38301291,R,11.31460797,R,57.43460958,1739,380,8299.446162,1.772801493,38.71913302,0.8077716132,17.6422553,213985.3517,0,10508.71832,36.64002329,15,99.78837126,51.88948607,43.81635524,0,0,39,Pla general d'ordenació,,,,1.214723599,0.4979242622,0.4792858499,0.1964628442
17067,Flaçà,Gironès,2022,173.0693147,26.47797,-1.482127289,377.6724575,52.19741565,139.8111682,43.76860199,31.76940008,1.512967377,29.54530812,2.13610586,14.40580347,64.0270801,R,81.92553915,R,25.82665722,0,347,425,65.59546314,80.34026465,30.25283348,37.05318221,33070.66871,0,0,0,0,33.59138307,46.48807778,15.32023539,0,0,15,Pla d'ordenació urbanística municipal,,,,0.9298720862,5.372830464,0.3523613867,2.03595529
17068,Foixà,Baix Empordà,2022,15.32028185,3.646614707,-3.678929766,2742.269421,,2386.561396,65.41401466,9.424341325,15.19862307,2.584917408,1.205020921,6.745108534,100,R,100,R,7.641853551,0,8,202,3.418803419,86.32478632,2.675585284,67.55852843,0,0,0,0,5,3.918688181,32.62620323,14.52629194,1,0,23,Normes subsidiàries del planejament,,,,0.1092611032,7.131794589,,
17069,Fontanals de Cerdanya,Cerdanya,2022,18.60639765,6.923428577,5.335968379,1444.371078,6.186949143,951.9827762,149.0907055,49.92285806,0.5831128418,4.603420975,0.4634782609,4.029070388,66.47585134,R,100,R,16.00356038,0,55,83,4.816112084,7.267950963,10.86956522,16.40316206,9938.913849,0,0,0,8,15.51943852,9.688257882,5.053502214,0,1,11,Pla d'ordenació urbanística plurimunicipal,,,,0.4719598867,25.36546276,0.1674088594,8.997381578
17070,Fontanilles,Baix Empordà,2022,17.568941,8.713631284,3.821656051,1147.627169,,814.5616455,75.45877079,11.23659531,0.6396128457,,0.6848739496,4.027224388,100,R,,-,3.044851822,6,,15,,6.329113924,,9.554140127,0,0,0,0,1,,26.33520303,19.34355816,0,0,22,Normes subsidiàries del planejament,,,,0.5646644432,32.13992483,,
17071,Fontcoberta,Pla de l'Estany,2022,84.78116699,32.97449142,-0.136239782,303.2647228,38.15687835,177.8047117,13.97440032,27.88224863,5.980002123,,2.729981378,4.532392927,75.71690864,R,,-,16.897795,169,,256,,47.76119403,,17.4386921,23321.81066,0,0,0,1,,45.0050439,20.62903575,1,0,19,Pla d'ordenació urbanística municipal,,,,0.7251314415,8.552977827,,
17073,Fornells de la Selva,Gironès,2022,229.8085245,26.21311541,-0.2592592593,381.4884208,128.6629599,138.6762312,30.41194891,18.01626818,1.413577505,0.8944710051,2.647984267,21.02592187,87.27004121,AE,0,-,17.01450455,127,,219,,22.27873856,,8.111111111,460127.6663,0,341729.4763,0,34,,100.8168185,29.61028324,1,1,23,Normes subsidiàries del planejament,,1,,1.029826812,4.481238519,0.5314361683,2.312517212
17074,Fortià,Alt Empordà,2022,72.31597104,24.66704492,-1.891551072,405.3991887,,293.4122581,18.35211894,9.410552086,1.271130302,,2.185393258,8.520202667,100,R,,-,11.95416065,22,,150,,42.49291785,,18.91551072,0,0,0,0,3,,50.89742979,24.85545785,0,0,25,Normes subsidiàries del planejament,,,,0.593497154,8.20699972,,
17075,Garrigàs,Alt Empordà,2022,23.02904776,26.77040526,-1.293103448,373.5468292,,279.317549,10.19698268,16.31705175,0.2978221721,23.3675378,1.741444867,3.681364683,100,R,100,R,20.12111144,0,40,77,15.26717557,29.38931298,8.620689655,16.59482759,0,0,0,0,1,10.00544722,18.1312326,12.81906565,2,0,15,Pla d'ordenació urbanística municipal,,,,0.8691672312,37.74221323,0.1600564565,6.950198643
17076,Garrigoles,Baix Empordà,2022,18.82752666,20.86745271,4.117647059,479.2151748,,355.144698,32.28640031,17.51659013,0.3236736289,,1.43902439,1.90026237,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,14.29481972,0,0,33,Normes subsidiàries del planejament,,,,0.2698674924,14.33366672,,
17077,Garriguella,Alt Empordà,2022,43.88626027,21.364078,1.430143014,468.0754302,,239.9014427,37.88422646,88.72741432,1.50683986,19.6305792,1.916839917,4.589366509,100,R,100,R,9.765940861,18,162,138,33.89121339,28.87029289,17.82178218,15.18151815,0,0,0,0,3,19.12208018,32.30125674,16.04621486,0,0,33,Normes subsidiàries del planejament,,,,0.5512012345,12.55976771,,
17078,Ger,Cerdanya,2022,15.33851473,10.00568506,1.992031873,999.4318169,,689.7899142,81.64156205,63.60672689,0.4236962076,5.400778396,0.8737201365,2.446600097,79.37803711,R,100,R,20.6605674,0,85,164,14.604811,28.17869416,16.93227092,32.66932271,6310.338787,0,0,9.42441214,4,30.75667871,18.54104886,2.400749533,1,0,11,Pla d'ordenació urbanística plurimunicipal,,,,0.2249620852,14.66648428,,
17079,Girona,Gironès,2022,2631.350357,77.36230436,0.7200879017,129.26192,12.3824247,40.88906648,26.06508992,17.09651398,0.6258479287,3.193633384,2.095908868,38.27748975,54.51770597,R,20.19239283,R,47.26138926,537,788.7074275,897.6173223,1.616170627,1.839342067,0.773758415,0.8806040521,32771.8291,5148.609839,0,0,183,92.1607161,3.350315462,45.70344256,0,0,20,Pla general d'ordenació,,3,,0.50800402,0.1930582975,0.430003141,0.1634153886
17080,Gombrèn,Ripollès,2022,4.622731131,17.44664808,2.040816327,573.1760024,32.77059589,306.4319511,48.53410762,46.57459867,0.9987324966,,1.041666667,0.9371505496,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,3.892852868,0,0,22,Normes subsidiàries del planejament,,,,0.3427659637,74.1479342,,
17081,Gualta,Baix Empordà,2022,48.68120211,17.30182789,4.275534442,577.9736144,309.2538326,197.7145418,7.344086083,11.29417945,0.3927528571,1.399228859,1.925438596,7.487206458,79.30206701,R,100,R,13.22404104,52,5,311,2.242152466,139.4618834,1.187648456,73.87173397,28142.92246,0,0,0,5,14.08343902,118.7032437,24.23290867,0,0,32,Normes subsidiàries del planejament,,,,0.7537391999,15.48316737,,
17082,Guils de Cerdanya,Cerdanya,2022,26.01787048,4.558294973,-2.551020408,2193.80274,,1763.828188,75.18007845,73.11287944,3.608827976,2.644901251,0.7118012422,6.560594077,100,R,100,R,19.57452849,0,84,108,10.52631579,13.53383459,14.28571429,18.36734694,0,0,0,0,7,25.26490256,4.276050918,3.911985775,0,0,11,Pla d'ordenació urbanística plurimunicipal,,,,0.3177495247,12.21274143,,
17083,Hostalric,Selva,2022,1285.862573,38.78446553,0.8771929825,257.835189,55.10300968,68.06882082,45.45635104,20.44447225,0.3947718457,,1.961400359,44.85752972,100,AE,,-,,0,,,,,,,111524.4223,0,0,2.589205778,3,,14.85714596,68.33326189,0,0,7,Pla d'ordenació urbanística municipal,,,,0.8381355951,0.6518080646,0.8144753602,0.6334077819
17084,Isòvol,Cerdanya,2022,29.4217869,16.8784007,1.27388535,592.4731955,,379.0555525,60.35307804,33.15322289,,3.581868456,0.7293577982,3.077746987,0,-,,-,,0,,,,,,,0,0,0,0,4,,32.50605254,6.411350042,0,0,36,Pla general d'ordenació plurimunicipal,,,,0.7501297974,25.49572533,,
17085,Jafre,Baix Empordà,2022,58.09902894,19.7084965,1.047120419,507.3953763,53.1938556,255.7748605,2.403088563,31.65680858,0.4978086552,10.10225749,2.144444444,6.37950521,100,R,100,R,18.29692325,0,44,113,24.71910112,63.48314607,11.51832461,29.58115183,0,0,0,0,2,22.23824101,28.63982392,20.71316367,1,0,14,Pla d'ordenació urbanística municipal,,,,0.3861972552,6.647223926,,
17086,la Jonquera,Alt Empordà,2022,58.26182561,23.38572134,-0.6886227545,427.6113555,114.5067249,77.7809988,54.47081652,56.50330123,0.2752756216,11.9259963,2.433602348,4.740883914,82.44230463,AE,67.6324518,R,15.69918859,0,428,72,31.42437592,5.286343612,12.81437126,2.155688623,73970.56882,38601.02541,11571.8262,0,1,37.4109956,17.13097047,6.064656571,3,0,17,Pla d'ordenació urbanística municipal,,,,0.4691376938,8.052231267,0.0913601111,1.568095578
17087,Juià,Gironès,2022,39.92909001,15.1050568,2.140672783,662.0299503,253.478425,293.9422434,7.848103866,15.89237105,0.6893340085,,2.303448276,5.95166887,70.93088731,AE,,-,10.05568057,0,,32,,22.06896552,,9.785932722,31060.04765,0,0,0,0,,49.50882616,21.82264359,0,0,12,Pla d'ordenació urbanística municipal,,,,0.2127075934,5.327133511,0.1883399837,4.716861406
17088,Lladó,Alt Empordà,2022,61.2426326,29.72636119,-2.130177515,336.4017525,46.68243361,192.0568062,13.37014548,28.29677557,0.7371636142,,2.072681704,2.711566526,100,R,,-,10.02685048,11,,28,,7.01754386,,3.313609467,0,0,0,0,0,,14.80496121,23.83282088,1,1,36,Normes subsidiàries del planejament,,,,0.2767580959,4.519043094,,
17089,Llagostera,Gironès,2022,118.1402794,37.17221938,1.954581403,269.0181046,9.934437163,161.6220355,38.44264528,17.34892828,1.634821075,3.836689024,1.980250165,6.512737518,76.3723277,R,97.83781055,R,14.33213332,0,655,1442,14.42413565,31.75512002,7.400293752,16.29194441,180015.3349,0,0,0,16,71.87823097,53.33357784,22.09471437,3,0,18,Pla d'ordenació urbanística municipal,,,,0.7466727604,6.320221723,,
17090,Llambilles,Gironès,2022,49.18899909,25.33409976,0.1369863014,394.7249002,93.96182597,141.2369578,28.24578781,17.11588313,59.28380899,,1.809405941,3.548302202,0,-,,-,,0,,,,,,,0,0,0,0,0,,51.77317869,26.45351632,0,1,36,Normes subsidiàries del planejament,,,,0.2387321035,4.853363717,,
17091,Llanars,Ripollès,2022,21.55120805,13.57979783,-0.3738317757,736.3879881,7.306968577,334.3055235,105.4813907,43.08474028,1.210935413,,0.5844298246,2.013253367,100,R,,-,3.381868017,0,,18,,2,,3.364485981,0,0,0,0,12,,13.56069493,10.57720474,0,0,27,Normes subsidiàries del planejament,,,,0.0848139075,3.93545955,,
17092,Llançà,Alt Empordà,2022,175.3007003,18.20174201,1.301115242,549.3979639,13.94782986,285.5853842,75.6795594,28.7476923,0.1053478783,7.479322974,0.5369458128,12.36433336,82.52966497,R,100,R,30.39126286,433,343,1708,3.756022777,18.70346036,7.083849649,35.27467988,40658.84115,0,0,0,3,17.01789247,11.63051556,19.39905709,0,0,20,Pla general d'ordenació,,,,0.4264246079,2.432532255,0.1909052258,1.089015762
17093,Llers,Alt Empordà,2022,58.49305838,21.13405378,-0.5591054313,473.1699892,26.08261068,198.7161278,22.99574968,33.19294455,1.365493205,0.8747236126,2.60460251,6.447629775,100,R,100,R,15.05430241,65,14,281,2.959830867,59.40803383,1.118210863,22.44408946,0,0,0,10.53951917,5,27.16881161,72.68151066,20.09993474,0,0,21,Pla general d'ordenació,,,,0.7806031828,13.3452277,0.1201994216,2.054934806
17094,Llívia,Cerdanya,2022,115.6057364,22.57136074,-0.5984042553,443.0393061,4.067004439,292.6343719,42.117102,34.00048578,0.2458912755,10.67968522,0.5520679468,8.682781327,85.22547992,R,41.52688911,R,24.26879392,170,64,677,2.36861584,25.05551443,4.255319149,45.01329787,59890.50968,0,19759.74261,0,6,21.78756384,47.25983524,8.521483874,0,0,36,Pla general d'ordenació plurimunicipal,,,,0.3289007647,2.845021147,,
17095,Lloret de Mar,Selva,2022,800.219183,35.72162093,1.403572731,279.9425037,14.80622481,172.0200348,33.16363255,13.49569735,4.779810796,1.514336524,1.619101077,28.98925838,56.28037217,R,88.86700459,R,14.02302832,185,555,1719.197642,2.308940384,7.15229705,1.445237227,4.476844024,308076.7309,29909.25432,30930.53224,0,14,8.77849221,17.88361499,58.62240246,2,0,15,Pla d'ordenació urbanística municipal,,1,18,0.3247729598,0.405855004,,
17096,les Llosses,Ripollès,2022,1.797894011,113.2635109,-1.913875598,88.28968765,,12.98554826,30.06708067,26.44971001,,,1.164772727,0.3368379135,100,R,,-,2.914784463,0,,15,,8.522727273,,7.177033493,0,0,0,0,0,,284.3288783,4.922841385,1,0,22,Normes subsidiàries del planejament,,,,0.2334053273,129.8215166,0.0013250117,0.736979869
17097,Madremanya,Gironès,2022,22.15048995,17.89634878,2.027027027,558.7731958,,324.7576941,36.7587911,90.86066269,0.5408758069,17.83301668,2.068493151,2.357981405,100,R,100,R,12.10461578,22,22,42,15.17241379,28.96551724,7.432432432,14.18918919,0,0,0,0,1,7.310639305,17.44973265,13.69983965,1,0,19,Normes subsidiàries del planejament,,,,0.6016330511,27.16116224,,
17098,Maià de Montcal,Garrotxa,2022,26.70702047,16.72012946,-1.492537313,598.0814936,,302.038286,135.6408299,90.72573068,7.184672993,24.52371992,1.811764706,3.205802514,51.83479917,R,100,R,11.8127193,0,69,26,27.16535433,10.23622047,14.71215352,5.543710021,8794.352608,0,0,0,1,10.18264032,12.21412792,20.07792146,0,0,10,Pla d'ordenació urbanística municipal,,,,0.3407676389,12.75947795,,
17099,Meranges,Cerdanya,2022,2.972939446,13.15149048,14.43298969,760.3700901,,526.3830782,91.35479419,37.47805482,,23.29842035,1.261363636,0.4480075229,100,R,100,R,30.40510702,0,60,36,68.18181818,40.90909091,61.8556701,37.11340206,0,0,0,0,0,30.51242816,11.37759441,0.8504394844,0,0,11,Pla d'ordenació urbanística plurimunicipal,,,,0.0704246924,23.68857275,,
17100,Masarac,Alt Empordà,2022,23.41716487,19.71094279,3.521126761,507.3324045,19.84751519,318.0515379,13.91573259,10.23298026,0.1524168293,28.30676407,2.115107914,3.237210385,0,-,100,R,,0,56,,40.28776978,,19.71830986,,0,0,0,0,0,13.26349166,0,24.75017185,0,0,10,Pla d'ordenació urbanística municipal,,,,0.4596219153,19.62756456,,
17101,Massanes,Selva,2022,31.6810367,15.62408313,2.739726027,640.0375574,195.4682244,298.3400644,42.02987932,87.4323299,5.169536097,,1.841517857,6.490692651,61.70358888,R,,-,7.745653436,0,,460,,102.6785714,,57.28518057,191668.5096,0,191668.5096,0,0,,182.2761882,40.53880206,0,0,21,Normes subsidiàries del planejament,,,,0.5292667269,16.70610504,0.3125965059,9.866991061
17102,Maçanet de Cabrenys,Alt Empordà,2022,10.66169338,12.71486381,-0.6858710562,786.4810942,,499.3323327,112.8891542,42.08119602,3.73392497,0.8691727105,1.16025641,1.395842768,100,R,100,R,14.94631508,0,13,155,2.086677368,24.87961477,1.783264746,21.26200274,0,0,0,0,1,26.26699652,18.05561361,5.30009587,0,0,24,Normes subsidiàries del planejament,,,,0.2435156384,22.84024026,,
17103,Maçanet de la Selva,Selva,2022,166.1142549,11.60181941,3.034426453,861.9337752,80.04041386,533.4174046,111.5501558,32.28483475,15.09678824,,1.911155982,19.27223392,61.01559565,R,,-,24.95279019,313,,901,,22.76402223,,12.26017145,110738.0728,0,0,12.10307117,4,,9.74525763,44.32533268,5,0,20,Pla general d'ordenació,,,,0.8318947421,5.007967213,0.2696488222,1.623273225
17105,Mieres,Garrotxa,2022,13.0221297,31.76199238,-2.29226361,314.8417102,10.11046461,145.3922473,69.51585305,25.89028794,0.330433082,23.44962045,1.522321429,1.332205627,0,-,38.32053321,R,,0,7,,3.125,,2.005730659,,0,1649.998647,0,10.21370083,0,7.255778847,0,12.51317297,2,0,16,Pla d'ordenació urbanística municipal,,,,0.342341952,26.28924454,,
17106,Mollet de Peralada,Alt Empordà,2022,33.45223514,24.51520581,2.538071066,407.9100978,34.10842505,259.3853685,6.142778746,20.03377448,0.781267759,,1.442857143,2.800018327,100,R,,-,12.0710781,0,,32,,22.85714286,,16.24365482,0,0,0,0,0,,32.17274321,16.69596965,1,0,22,Normes subsidiàries del planejament,,,,0.5466816652,16.3421566,,
17107,Molló,Ripollès,2022,8.470594795,12.34297857,5.187319885,810.1772151,17.70206631,521.2436876,112.2814815,27.11395255,0.161316201,,0.7556935818,1.105366684,100,R,,-,16.43414026,23,,98,,20.37422037,,28.24207493,0,0,0,0,2,,20.16537008,5.540647175,0,0,13,Pla d'ordenació urbanística municipal,,,,0.3623152366,42.77329341,,
17109,Montagut i Oix,Garrotxa,2022,10.25288664,30.91130819,0.7360672976,323.5062049,11.85775577,232.6523048,18.09285633,15.52571865,1.844801589,2.556856074,1.995833333,0.5870468596,0,-,100,R,,0,25,,5.230125523,,2.628811777,,0,0,0,0,2,31.54900032,0,9.315366522,1,0,28,Normes subsidiàries del planejament,,1,,0.282476967,27.5509695,,
17110,Mont-ras,Baix Empordà,2022,135.5679714,25.28623804,0.2392344498,395.4720343,24.12877164,284.7810982,12.27367363,6.562801487,0.2458466827,,2.252688172,11.51322571,50.09014207,R,,-,15.56962699,62,,444.6198715,,59.84116709,,26.59209758,119691.6449,0,20318.08632,0,1,,92.59565455,43.02608031,0,0,32,Normes subsidiàries del planejament,,1,,0.5899428735,4.351639014,,
17111,Navata,Alt Empordà,2022,79.26838155,9.403057276,2.161785216,1063.483897,42.85980777,368.6114769,106.7408784,402.9966784,2.401551048,,1.788766789,12.55424526,100,R,,-,20.55676015,61,,257,,31.49509804,,17.92189679,0,0,0,2.435714878,3,,4.502331917,16.9633293,0,0,1,Pla d'ordenació urbanística municipal,,,,0.3482753166,4.393622145,,
17112,Ogassa,Ripollès,2022,4.909628911,11.49363785,-7.5,870.0465538,28.54215434,390.4042816,215.0047287,94.36699155,3.341843785,,0.7551020408,1.231821854,100,R,,-,3.345526427,0,,40,,13.60544218,,16.66666667,0,0,0,0,0,,61.90134149,5.562976936,0,0,25,Normes subsidiàries del planejament,,1,,0.0318292418,6.483023941,,
17114,Olot,Garrotxa,2022,1264.565196,65.75192842,1.148791978,152.0867941,18.23200621,61.30732793,18.41891994,11.78669226,0.3108254255,1.223476964,2.124276788,24.3557277,86.27661521,R,97.46751364,R,29.65543997,445,402,1877.438805,2.335986984,10.90963336,1.107468525,5.172150211,91316.02163,0,19721.78056,5.180046715,75,60.37032337,13.16653403,52.0105596,0,0,18,Pla d'ordenació urbanística municipal,,,,0.6487399165,0.5130142113,,
17115,Ordis,Alt Empordà,2022,43.63896583,11.59757535,1.08401084,862.2491944,250.4459673,273.2570748,61.80033228,15.90646463,1.184995684,,2.246987952,6.937383801,54.39190033,R,,-,16.04707854,0,,127,,76.5060241,,34.41734417,31853.46819,0,0,0,0,,45.24096723,20.13395867,0,0,24,Pla general d'ordenació,,,,0.6301279443,14.43957097,,
17116,Osor,Selva,2022,8.123628047,26.89533787,-0.7042253521,371.8116519,24.11132579,199.5472553,24.36488962,51.60578454,0.6112107284,,1.27027027,0.5212517662,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,5.520874489,0,0,7,Normes de planejament urbanístic,,,,0.2360025746,29.05137621,,
17117,Palafrugell,Baix Empordà,2022,867.4110253,36.42936975,1.518701727,274.5037882,16.49309734,156.2247327,30.62892496,15.77533011,0.6745862708,3.015759561,1.356132622,30.6243765,64.69226923,R,77.76181229,R,31.65408014,8,783,1603.944729,4.544663068,9.309563696,3.397552721,6.959753229,153641.4335,14091.22843,68885.94413,0,23,51.98867155,11.83896378,62.91837122,1,0,7,Pla d'ordenació urbanística municipal,,1,5,0.6314104345,0.7279253042,,
17118,Palamós,Baix Empordà,2022,1295.823087,65.45877273,-0.2802813805,152.7679115,7.020704217,74.20900358,18.02804583,10.9071532,0.2728453096,8.057661214,1.482798071,31.02433714,54.73833022,R,86.50186909,R,45.29537964,45,1445.149958,2594.465304,11.83869876,21.25391418,7.942129909,14.25843759,201875.7484,4474.498745,4474.498745,0,30,74.7978829,34.9347581,47.25561281,0,0,14,Pla d'ordenació urbanística municipal,,,5,0.5586258958,0.4310973476,,
17119,Palau de Santa Eulàlia,Alt Empordà,2022,13.62997616,13.19452793,3.603603604,757.8899415,,614.1250288,12.96472448,5.217993368,1.581279179,,1.61971831,3.108576864,0,-,,-,,0,,,,,,,0,0,0,0,0,,25.75369001,8.032905757,0,0,11,Pla d'ordenació urbanística municipal,,,,0.0775668763,5.690903298,0.1046753945,7.679792924
